,season_id,game_id,game_date,team_id,team_abbreviation,matchup,wl_x,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus_minus,date,season,team,elo1_pre,elo2_pre,elo1_post,elo2_post,raptor1_pre,raptor2_pre,score1,score2,quality,wl_y
116,22019,21901279,2020-08-07,1610612738,BOS,BOS @ TOR,1,47.0,96.0,0.49,16.0,46.0,0.348,12.0,16.0,0.75,9.0,43.0,52.0,27.0,8.0,2.0,15.0,22.0,122,22,2020-08-07,2020,BOS,1630.17622128366,1701.43994403239,1652.5012173285,1679.11494798755,1686.4204581094,1659.10575481189,122.0,100.0,96,1.0
311,22019,21901288,2020-08-09,1610612738,BOS,BOS @ ORL,1,45.0,102.0,0.441,12.0,40.0,0.3,20.0,24.0,0.833,13.0,41.0,54.0,32.0,9.0,7.0,13.0,19.0,122,3,2020-08-09,2020,BOS,1652.5012173285,1505.30880192257,1655.50218836305,1502.30783088802,1702.71272684606,1399.88126304893,122.0,119.0,66,1.0
117,22019,21901301,2020-08-11,1610612738,BOS,BOS @ MEM,1,44.0,86.0,0.512,16.0,37.0,0.432,18.0,23.0,0.783,10.0,36.0,46.0,29.0,7.0,7.0,15.0,27.0,122,15,2020-08-11,2020,BOS,1655.50218836305,1544.27228179281,1664.03735300794,1535.73711714792,1699.45147655999,1387.23774396663,122.0,107.0,62,1.0
312,22019,21901308,2020-08-13,1610612738,BOS,BOS @ WAS,0,35.0,88.0,0.398,8.0,35.0,0.229,12.0,14.0,0.857,13.0,38.0,51.0,22.0,8.0,7.0,19.0,19.0,90,-6,2020-08-13,2020,BOS,1664.03735300794,1357.15346890941,1646.53160222796,1374.65921968939,1704.80647993068,1257.90131143646,90.0,96.0,29,0.0
313,22020,22000003,2020-12-23,1610612738,BOS,BOS @ MIL,1,48.0,101.0,0.475,18.0,40.0,0.45,8.0,11.0,0.727,10.0,27.0,37.0,23.0,8.0,6.0,7.0,17.0,122,1,2020-12-23,2021,BOS,1645.59680651911,1604.75753651125,1647.83256466936,1602.521778361,1600.52877737778,1646.59517754129,122.0,121.0,90,1.0
314,22020,22000007,2020-12-25,1610612738,BOS,BOS @ BKN,0,37.0,98.0,0.378,8.0,27.0,0.296,13.0,19.0,0.684,20.0,27.0,47.0,23.0,6.0,5.0,15.0,27.0,95,-28,2020-12-25,2021,BOS,1647.83256466936,1497.60619003589,1605.78344366783,1539.65531103742,1611.396849958,1582.36731838247,95.0,123.0,85,0.0
118,22020,22000037,2020-12-27,1610612738,BOS,BOS @ IND,0,40.0,79.0,0.506,9.0,23.0,0.391,18.0,24.0,0.75,6.0,34.0,40.0,21.0,13.0,7.0,18.0,17.0,107,-1,2020-12-27,2021,BOS,1605.78344366783,1543.59397531423,1602.28548316678,1547.09193581528,1596.7884192213,1551.88826737074,107.0,108.0,78,0.0
119,22020,22000048,2020-12-29,1610612738,BOS,BOS @ IND,1,40.0,80.0,0.5,9.0,22.0,0.409,27.0,37.0,0.73,12.0,31.0,43.0,21.0,10.0,3.0,14.0,16.0,116,5,2020-12-29,2021,BOS,1602.28548316678,1547.09193581528,1610.52061356423,1538.85680541783,1601.26568756088,1524.31607946137,116.0,111.0,74,1.0
315,22020,22000056,2020-12-30,1610612738,BOS,BOS @ MEM,1,49.0,91.0,0.538,16.0,39.0,0.41,12.0,14.0,0.857,10.0,32.0,42.0,27.0,17.0,11.0,16.0,21.0,126,19,2020-12-30,2021,BOS,1610.52061356423,1512.58763145502,1617.1375625127,1505.97068250655,1578.65220226003,1482.28545881579,126.0,107.0,63,1.0
120,22020,22000070,2021-01-01,1610612738,BOS,BOS @ DET,0,39.0,83.0,0.47,8.0,31.0,0.258,7.0,14.0,0.5,7.0,37.0,44.0,20.0,12.0,11.0,21.0,20.0,93,-3,2021-01-01,2021,BOS,1617.1375625127,1344.03546181869,1607.65855441703,1353.51446991436,1611.01499934516,1341.20954329726,93.0,96.0,36,0.0
121,22020,22000085,2021-01-03,1610612738,BOS,BOS @ DET,1,49.0,87.0,0.563,15.0,33.0,0.455,9.0,13.0,0.692,12.0,29.0,41.0,35.0,4.0,5.0,18.0,22.0,122,2,2021-01-03,2021,BOS,1607.65855441703,1353.51446991436,1610.16768499854,1351.00533933285,1604.84941767881,1342.98170884242,122.0,120.0,35,1.0
122,22020,22000097,2021-01-04,1610612738,BOS,BOS @ TOR,1,41.0,84.0,0.488,15.0,29.0,0.517,29.0,34.0,0.853,12.0,44.0,56.0,19.0,3.0,9.0,20.0,29.0,126,12,2021-01-04,2021,BOS,1610.16768499854,1605.75951383635,1626.14918406218,1589.77801477271,1596.21531814755,1607.14663428032,126.0,114.0,86,1.0
123,22020,22000111,2021-01-06,1610612738,BOS,BOS @ MIA,1,42.0,99.0,0.424,12.0,35.0,0.343,11.0,12.0,0.917,16.0,37.0,53.0,22.0,7.0,5.0,7.0,23.0,107,2,2021-01-06,2021,BOS,1626.14918406218,1569.14853089736,1631.76934604422,1563.52836891532,1600.67944768687,1571.76196852665,107.0,105.0,82,1.0
316,22020,22000124,2021-01-08,1610612738,BOS,BOS @ WAS,1,41.0,86.0,0.477,12.0,32.0,0.375,22.0,30.0,0.733,11.0,38.0,49.0,21.0,11.0,4.0,21.0,22.0,116,9,2021-01-08,2021,BOS,1631.76934604422,1395.68338407114,1633.70611032053,1393.74661979483,1569.54648252183,1436.10960349915,116.0,107.0,50,1.0
317,22020,22000180,2021-01-15,1610612738,BOS,BOS @ ORL,1,45.0,88.0,0.511,17.0,42.0,0.405,17.0,19.0,0.895,6.0,39.0,45.0,25.0,7.0,4.0,11.0,18.0,124,27,2021-01-15,2021,BOS,1633.70611032053,1467.33443652571,1639.63502667505,1461.40552017119,1423.43024386226,1420.88051970184,124.0,97.0,21,1.0
318,22020,22000196,2021-01-17,1610612738,BOS,BOS @ NYK,0,25.0,84.0,0.298,7.0,46.0,0.152,18.0,29.0,0.621,14.0,29.0,43.0,15.0,10.0,2.0,18.0,22.0,75,-30,2021-01-17,2021,BOS,1639.63502667505,1386.66366573418,1585.76016230562,1440.53853010361,1565.54906142602,1374.37520261173,75.0,105.0,35,0.0
124,22020,22000218,2021-01-20,1610612738,BOS,BOS @ PHI,0,42.0,89.0,0.472,12.0,33.0,0.364,13.0,20.0,0.65,10.0,35.0,45.0,22.0,3.0,0.0,16.0,29.0,109,-8,2021-01-20,2021,BOS,1585.76016230562,1540.25369192571,1578.413604201,1547.60025003033,1575.52752130499,1560.24736445505,109.0,117.0,76,0.0
125,22020,22000233,2021-01-22,1610612738,BOS,BOS @ PHI,0,41.0,90.0,0.456,12.0,30.0,0.4,16.0,20.0,0.8,10.0,22.0,32.0,23.0,10.0,5.0,13.0,21.0,110,-12,2021-01-22,2021,BOS,1578.413604201,1547.60025003033,1569.55474936524,1556.45910486609,1570.74939349121,1613.17719321236,110.0,122.0,83,0.0
319,22020,22000250,2021-01-24,1610612738,BOS,BOS @ CLE,1,52.0,93.0,0.559,14.0,28.0,0.5,23.0,27.0,0.852,13.0,42.0,55.0,26.0,14.0,8.0,16.0,23.0,141,38,2021-01-24,2021,BOS,1569.55474936524,1402.06535340133,1577.12108816882,1394.49901459775,1563.09190818274,1400.49587979583,141.0,103.0,41,1.0
126,22020,22000262,2021-01-25,1610612738,BOS,BOS @ CHI,1,44.0,87.0,0.506,15.0,29.0,0.517,16.0,20.0,0.8,6.0,38.0,44.0,28.0,9.0,6.0,13.0,18.0,119,16,2021-01-25,2021,BOS,1577.12108816882,1431.29830749049,1588.90423408679,1419.51516157252,1579.38318641829,1418.43535266377,119.0,103.0,48,1.0
127,22020,22000280,2021-01-27,1610612738,BOS,BOS @ SAS,0,42.0,98.0,0.429,10.0,30.0,0.333,12.0,14.0,0.857,13.0,26.0,39.0,15.0,10.0,4.0,12.0,14.0,106,-4,2021-01-27,2021,BOS,1588.90423408679,1537.0029462263,1583.65195758994,1542.25522272315,1645.25091714201,1495.66104667904,106.0,110.0,76,0.0
320,22020,22000302,2021-01-30,1610612738,BOS,BOS @ LAL,0,40.0,82.0,0.488,6.0,21.0,0.286,9.0,14.0,0.643,9.0,33.0,42.0,24.0,10.0,6.0,15.0,16.0,95,-1,2021-01-30,2021,BOS,1583.65195758994,1669.43970380435,1579.39641519679,1673.6952461975,1640.12243975944,1635.73667274609,95.0,96.0,93,0.0
128,22020,22000326,2021-02-02,1610612738,BOS,BOS @ GSW,1,39.0,84.0,0.464,13.0,34.0,0.382,20.0,27.0,0.741,12.0,39.0,51.0,16.0,3.0,4.0,16.0,20.0,111,4,2021-02-02,2021,BOS,1579.39641519679,1443.27923165659,1584.90649394665,1437.76915290673,1604.45540230273,1469.33548869644,111.0,107.0,64,1.0
129,22020,22000336,2021-02-03,1610612738,BOS,BOS @ SAC,0,39.0,86.0,0.453,11.0,33.0,0.333,22.0,29.0,0.759,11.0,34.0,45.0,28.0,9.0,3.0,13.0,21.0,111,-5,2021-02-03,2021,BOS,1584.90649394665,1454.79299271822,1577.0719458608,1462.62754080407,1547.93265011091,1457.5595921206,111.0,116.0,51,0.0
130,22020,22000350,2021-02-05,1610612738,BOS,BOS @ LAC,1,43.0,90.0,0.478,16.0,38.0,0.421,17.0,21.0,0.81,9.0,25.0,34.0,21.0,8.0,1.0,7.0,16.0,119,4,2021-02-05,2021,BOS,1577.0719458608,1641.4441377544,1587.5630274862,1630.953056129,1573.11360570634,1625.68458147371,119.0,115.0,85,1.0
131,22020,22000365,2021-02-07,1610612738,BOS,BOS @ PHX,0,33.0,93.0,0.355,17.0,44.0,0.386,8.0,12.0,0.667,13.0,28.0,41.0,19.0,6.0,2.0,6.0,11.0,91,-9,2021-02-07,2021,BOS,1587.5630274862,1552.43164723156,1580.01732724132,1559.97734747644,1575.45763679575,1568.58783498579,91.0,100.0,78,0.0
132,22020,22000379,2021-02-09,1610612738,BOS,BOS @ UTA,0,38.0,86.0,0.442,13.0,29.0,0.448,19.0,23.0,0.826,11.0,24.0,35.0,18.0,2.0,2.0,9.0,25.0,108,-14,2021-02-09,2021,BOS,1580.01732724132,1651.43332738604,1573.87442320856,1657.5762314188,1601.2809777898,1634.81759143765,108.0,122.0,89,0.0
321,22020,22000398,2021-02-11,1610612738,BOS,BOS @ TOR,1,39.0,86.0,0.453,20.0,39.0,0.513,22.0,28.0,0.786,14.0,35.0,49.0,30.0,8.0,6.0,19.0,22.0,120,14,2021-02-11,2021,BOS,1573.87442320856,1609.19596598519,1583.85275672631,1599.21763246744,1585.69275728566,1603.22155134601,120.0,106.0,84,1.0
322,22020,22000412,2021-02-12,1610612738,BOS,BOS @ DET,0,36.0,82.0,0.439,8.0,27.0,0.296,22.0,30.0,0.733,7.0,37.0,44.0,15.0,9.0,2.0,10.0,25.0,102,-6,2021-02-12,2021,BOS,1583.85275672631,1382.51049670713,1566.53122388731,1399.83202954613,1553.97898079092,1411.24321856711,102.0,108.0,42,0.0
133,22020,22000560,2021-02-14,1610612738,BOS,BOS @ WAS,0,32.0,90.0,0.356,9.0,35.0,0.257,18.0,30.0,0.6,14.0,36.0,50.0,14.0,5.0,2.0,17.0,27.0,91,-13,2021-02-14,2021,BOS,1566.53122388731,1350.03634840092,1548.65107547578,1367.91649681245,1590.42376389042,1379.63134922627,91.0,104.0,41,0.0
323,22020,22000427,2021-02-16,1610612738,BOS,BOS @ DEN,1,39.0,81.0,0.481,15.0,42.0,0.357,19.0,21.0,0.905,10.0,33.0,43.0,26.0,7.0,1.0,22.0,22.0,112,13,2021-02-16,2021,BOS,1548.65107547578,1603.28903814382,1558.93976072557,1593.00035289403,1556.06930386895,1581.68509692071,112.0,99.0,77,1.0
324,22020,22000438,2021-02-17,1610612738,BOS,BOS @ ATL,0,40.0,86.0,0.465,10.0,31.0,0.323,24.0,27.0,0.889,11.0,26.0,37.0,22.0,9.0,3.0,16.0,27.0,114,-8,2021-02-17,2021,BOS,1558.93976072557,1418.2543043255,1540.95158767148,1436.24247737959,1522.4486293336,1478.58590931572,114.0,122.0,51,0.0
325,22020,22000451,2021-02-19,1610612738,BOS,BOS @ ATL,1,50.0,90.0,0.556,14.0,35.0,0.4,7.0,10.0,0.7,9.0,35.0,44.0,26.0,8.0,12.0,18.0,21.0,121,12,2021-02-19,2021,BOS,1540.95158767148,1436.24247737959,1545.65779684956,1431.53626820151,1545.74468980646,1486.44373507397,121.0,109.0,57,1.0
134,22020,22000465,2021-02-21,1610612738,BOS,BOS @ NOP,0,39.0,98.0,0.398,10.0,37.0,0.27,27.0,34.0,0.794,11.0,38.0,49.0,22.0,9.0,11.0,11.0,30.0,115,-5,2021-02-21,2021,BOS,1545.65779684956,1503.81391937766,1540.04847828967,1509.42323793755,1572.7866960273,1514.75563792798,115.0,120.0,68,0.0
135,22020,22000485,2021-02-23,1610612738,BOS,BOS @ DAL,0,41.0,86.0,0.477,12.0,39.0,0.308,13.0,18.0,0.722,12.0,34.0,46.0,19.0,6.0,6.0,13.0,21.0,107,-3,2021-02-23,2021,BOS,1540.04847828967,1488.61852655767,1535.41441589365,1493.25258895369,1577.48865550743,1552.29172224338,107.0,110.0,76,0.0
136,22020,22000490,2021-02-24,1610612738,BOS,BOS @ ATL,0,42.0,95.0,0.442,8.0,31.0,0.258,20.0,23.0,0.87,12.0,24.0,36.0,20.0,10.0,6.0,6.0,16.0,112,-15,2021-02-24,2021,BOS,1535.41441589365,1438.34641411878,1522.09580929572,1451.66502071671,1533.09380895812,1477.79306519874,112.0,127.0,53,0.0
326,22020,22000505,2021-02-26,1610612738,BOS,BOS @ IND,1,42.0,82.0,0.512,9.0,22.0,0.409,25.0,29.0,0.862,7.0,38.0,45.0,24.0,3.0,6.0,12.0,20.0,118,6,2021-02-26,2021,BOS,1522.09580929572,1516.86771840993,1527.13166712152,1511.83186058413,1559.70466291321,1500.02155035501,118.0,112.0,63,1.0
327,22020,22000524,2021-02-28,1610612738,BOS,BOS @ WAS,1,42.0,89.0,0.472,10.0,30.0,0.333,17.0,24.0,0.708,13.0,36.0,49.0,25.0,7.0,0.0,19.0,25.0,111,1,2021-02-28,2021,BOS,1527.13166712152,1430.89419166366,1528.83807886894,1429.18777991624,1548.96298917023,1419.04963089477,111.0,110.0,43,1.0
328,22020,22000537,2021-03-02,1610612738,BOS,BOS @ LAC,1,42.0,86.0,0.488,16.0,32.0,0.5,17.0,23.0,0.739,14.0,29.0,43.0,25.0,6.0,4.0,9.0,12.0,117,5,2021-03-02,2021,BOS,1528.83807886894,1608.82424803361,1535.36599919001,1602.29632771254,1548.11371057205,1674.23005191379,117.0,112.0,87,1.0
329,22020,22000552,2021-03-04,1610612738,BOS,BOS @ TOR,1,45.0,74.0,0.608,13.0,29.0,0.448,29.0,40.0,0.725,9.0,30.0,39.0,25.0,6.0,7.0,16.0,20.0,132,7,2021-03-04,2021,BOS,1535.36599919001,1563.65940409029,1541.70317503129,1557.32222824901,1564.18125377587,1363.82440066241,132.0,125.0,33,1.0
137,22020,22000569,2021-03-11,1610612738,BOS,BOS @ BKN,0,41.0,91.0,0.451,13.0,40.0,0.325,14.0,22.0,0.636,11.0,28.0,39.0,22.0,10.0,10.0,11.0,13.0,109,-12,2021-03-11,2021,BOS,1541.70317503129,1594.65549313754,1535.62606148865,1600.73260668018,1608.2000014739,1598.73017572642,109.0,121.0,86,0.0
138,22020,22000598,2021-03-14,1610612738,BOS,BOS @ HOU,1,51.0,92.0,0.554,18.0,37.0,0.486,14.0,21.0,0.667,10.0,45.0,55.0,29.0,8.0,3.0,14.0,22.0,134,27,2021-03-14,2021,BOS,1535.62606148865,1364.07379214523,1550.89734704314,1348.80250659074,1602.83865115603,1104.64947801069,134.0,107.0,2,1.0
330,22020,22000609,2021-03-16,1610612738,BOS,BOS @ UTA,0,48.0,98.0,0.49,10.0,29.0,0.345,3.0,4.0,0.75,16.0,29.0,45.0,28.0,8.0,5.0,14.0,18.0,109,-8,2021-03-16,2021,BOS,1550.89734704314,1662.63543055416,1542.20627655232,1671.32650104498,1611.18810933329,1679.10281280219,109.0,117.0,93,0.0
139,22020,22000620,2021-03-17,1610612738,BOS,BOS @ CLE,0,40.0,88.0,0.455,10.0,38.0,0.263,20.0,29.0,0.69,15.0,25.0,40.0,19.0,10.0,9.0,12.0,27.0,110,-7,2021-03-17,2021,BOS,1542.20627655232,1343.87677632954,1530.55786318722,1355.52518969464,1570.57291019121,1317.84745108453,110.0,117.0,25,0.0
331,22020,22000631,2021-03-19,1610612738,BOS,BOS @ SAC,0,39.0,91.0,0.429,12.0,31.0,0.387,6.0,7.0,0.857,12.0,33.0,45.0,22.0,8.0,4.0,16.0,20.0,96,-11,2021-03-19,2021,BOS,1530.55786318722,1412.44984021456,1509.79585799886,1433.21184540292,1603.82548324132,1465.62330530845,96.0,107.0,63,0.0
332,22020,22000167,2021-03-21,1610612738,BOS,BOS @ ORL,1,40.0,88.0,0.455,23.0,55.0,0.418,9.0,9.0,1.0,7.0,38.0,45.0,27.0,6.0,3.0,10.0,21.0,112,16,2021-03-21,2021,BOS,1509.79585799886,1372.43590673467,1514.59772092562,1367.63404380791,1587.81110420456,1426.17721438055,112.0,96.0,52,1.0
140,22020,22000658,2021-03-22,1610612738,BOS,BOS @ MEM,0,47.0,90.0,0.522,17.0,35.0,0.486,15.0,24.0,0.625,5.0,38.0,43.0,31.0,3.0,6.0,13.0,18.0,126,-6,2021-03-22,2021,BOS,1514.59772092562,1515.02387776397,1509.45321383739,1520.1683848522,1550.03805890719,1505.19909826338,126.0,132.0,62,0.0
141,22020,22000669,2021-03-24,1610612738,BOS,BOS @ MIL,0,45.0,94.0,0.479,19.0,47.0,0.404,10.0,10.0,1.0,9.0,29.0,38.0,24.0,9.0,6.0,13.0,15.0,119,-2,2021-03-24,2021,BOS,1509.45321383739,1631.28442020698,1507.66348216318,1633.07415188119,1587.02969001114,1643.21927607089,119.0,121.0,89,0.0
142,22020,22000685,2021-03-26,1610612738,BOS,BOS @ MIL,1,43.0,88.0,0.489,22.0,47.0,0.468,14.0,16.0,0.875,8.0,36.0,44.0,27.0,10.0,8.0,15.0,16.0,122,8,2021-03-26,2021,BOS,1507.66348216318,1633.07415188119,1525.06343278234,1615.67420126203,1589.18860542288,1675.16310635782,122.0,114.0,91,1.0
143,22020,22000699,2021-03-27,1610612738,BOS,BOS @ OKC,1,44.0,96.0,0.458,12.0,38.0,0.316,11.0,14.0,0.786,10.0,42.0,52.0,22.0,10.0,4.0,12.0,19.0,111,17,2021-03-27,2021,BOS,1525.06343278234,1422.55332573044,1539.57594302231,1408.04081549047,1556.18321698383,1286.52992614343,111.0,94.0,17,1.0
333,22020,22000708,2021-03-29,1610612738,BOS,BOS @ NOP,0,40.0,93.0,0.43,14.0,43.0,0.326,15.0,19.0,0.789,12.0,34.0,46.0,21.0,5.0,9.0,14.0,25.0,109,-6,2021-03-29,2021,BOS,1539.57594302231,1500.51999820037,1527.56777066888,1512.5281705538,1600.24294833558,1525.09324969961,109.0,115.0,74,0.0
